((-11, -4, 2, 26, 6, 1, -21, -89), 2, 0.9573766883772591)
((10, 7, 3, -18, -50, 16, 35, 43), 2, 0.9780029866081585)
((-3, -2, -6, -12, -14, -106, 9, 14), 2, 0.9999002183223108)
((-3, -1, -2, 2, 34, -31, -5, 3), 2, 1.0212700325972486)
((2, 8, 3, 25, 34, -11, -1, 3), 2, 1.3521483565387504)
((-3, 0, 2, -6, 36, 3, -2, -75), 2, 1.3724051774716919)
((6, 3, -1, 6, 21, 23, -4, 28), 2, 1.405036066800127)
((-1, 0, 0, 1, 24, 20, 18, -14), 2, 1.5432217165983684)
((-2, 1, 7, 12, -92, 0, 24, 36), 2, 1.5645407847629387)
((-2, 1, 7, 12, -92, 0, 24, 36), 2, 1.5840894408747945)
((-6, -7, -10, -33, -17, -42, 10, -18), 2, 1.612934328261193)
((5, 9, 6, 16, 13, 7, -6, -16), 2, 1.6331352714546288)
((0, -1, -2, -2, 27, -7, -19, 4), 2, 1.6533709956900018)
((-4, -7, -11, 1, 32, -91, -3, 2), 2, 1.6749711630951478)
((3, 4, -1, -19, -26, -26, 57, 4), 2, 1.6987254743763502)
((-2, -6, -8, -26, -81, -7, -16, -42), 2, 1.7210309556975052)
((-1, -4, 6, 22, -24, -22, 1, -3), 2, 1.7415563318886846)
((-1, -3, -2, 10, 1, -19, -41, 72), 2, 1.7650837111257711)
((1, 2, 3, 1, 28, 47, -8, -8), 2, 1.7839584132774633)
((2, 2, 7, 23, 59, 21, -7, -1), 2, 1.804889758351584)
((0, 1, 1, -2, -31, 10, -21, -1), 2, 1.8307343532351215)
((0, 1, 1, -2, -31, 10, -21, -1), 2, 1.8492344464597175)
((-2, -3, 2, 7, -21, -1, -33, 22), 2, 1.8718546677013552)
((-2, -5, -1, 4, 0, -8, -2, 14), 2, 1.894495415459546)
((0, 1, 0, 3, 17, 10, 57, 0), 2, 1.920373080841975)
((-2, -2, 1, -2, 38, -30, -11, -26), 2, 1.943006416246966)
((0, -3, -6, -31, -56, -19, -1, 27), 2, 1.9666090593780807)
((-2, -3, -2, 8, 4, -69, 26, -8), 2, 1.9909403938468346)
((-3, -4, -7, -34, -52, 3, -8, -41), 2, 2.013605659388686)
((2, 1, -1, -5, -40, 16, 7, -6), 2, 2.03657711213579)
((-4, -1, 1, 12, 38, -9, -36, -5), 2, 2.05724389321878)
((3, 1, -2, 1, 5, 4, 9, 33), 2, 2.078815551573158)
((6, 9, 8, 21, 26, 16, 19, -23), 2, 2.1000981281527444)
((1, -3, -4, -20, -5, -5, -2, -6), 2, 2.1227953238314567)
((-2, -2, -2, -3, -59, 11, -5, -5), 2, 2.142687799095579)
((1, -1, -4, -14, -105, -48, 35, 9), 2, 2.1633933524876143)
((-6, -5, 2, 18, 78, 120, -21, 3), 2, 2.1884476764838534)
((-5, -8, 0, 22, -46, -6, -11, 26), 2, 2.209153800056904)
((3, 4, 3, -7, 109, -25, 29, 25), 2, 2.23159213355464)
((1, 1, 5, 6, 53, 3, -4, -26), 2, 2.2546080604209418)
((3, 2, -2, -7, -36, -9, -40, -31), 2, 2.2765246782896167)
((-3, -3, 4, 26, 31, -23, 30, 33), 2, 2.2977901494387423)
((3, 1, 2, 8, -2, 26, 16, 11), 2, 2.321009060746515)
((-3, -4, -6, -7, -19, -41, 59, 25), 2, 2.3433994990389597)
((0, 3, -1, -3, 19, -5, 11, -6), 2, 2.3673322769779723)
((2, 2, 1, -2, 8, -26, 31, -38), 2, 2.3881136644450516)
((0, 0, -4, -10, -29, 6, -1, -14), 2, 2.407584205757802)
((-2, -1, -1, -14, -45, -2, -24, -47), 2, 2.4322137448975925)
((-2, -3, -4, -23, -11, -16, 0, 18), 2, 2.4564167886378887)
((-3, -2, -2, -17, -34, 14, 7, 9), 2, 2.4768634798489475)
((1, -2, -1, -4, -42, -75, -7, -2), 2, 2.4966909544773177)
((-1, -1, 0, -6, -34, -12, -2, 13), 2, 2.5153672336356623)
((7, 7, 8, 54, 100, -4, 15, 33), 2, 2.5337760978977997)
((-1, -3, -5, -14, -32, -50, -10, 29), 2, 2.5581262483400606)
((-3, 0, 2, 15, 75, -29, 6, -9), 2, 2.5772712162930365)
((-5, -5, -9, -31, -35, 23, -26, -36), 2, 2.5974493522458575)
((-5, -5, -9, -31, -35, 23, -26, -36), 2, 2.6159870774174676)
((0, -1, 0, 11, -23, 12, 3, 1), 2, 2.645701490852301)
((1, 1, 0, -2, 10, -13, 5, -4), 2, 2.6667354685091875)
((-1, -2, -1, -11, -39, -7, 23, 38), 2, 2.686769918846136)
((1, 1, 3, 7, 38, 9, 4, -5), 2, 2.7036581103402897)
((-2, -1, -2, 1, 0, -18, -1, -24), 2, 2.721493372500968)
((0, -1, 4, 14, -70, -5, -1, -31), 2, 2.7413413736458914)
((-1, 2, 5, 25, 8, 10, 10, 5), 2, 2.761533193943081)
((-1, 2, 5, 25, 8, 10, 10, 5), 2, 2.778370069145852)
((-4, -5, -4, -23, -59, -18, -10, 7), 2, 2.799851068718786)
((0, 1, 1, -11, -19, 8, 11, -37), 2, 2.821573825042236)
((-2, -1, 0, -5, 1, 49, -33, -30), 2, 2.8426881982222896)
((-3, -2, -4, -10, -12, -9, 1, -3), 2, 2.860703067402808)
((0, -1, 0, -15, -98, -22, -5, -3), 2, 2.8833318413596762)
((2, 0, -1, 6, 20, -13, -7, -12), 2, 2.907004046574666)
((-1, 1, 5, 17, 4, 7, -10, -26), 2, 2.9302486160281305)
((3, 3, 9, 49, 23, -8, 6, -9), 2, 2.955623381755006)
((-1, -3, -6, -16, -1, -6, 9, 42), 2, 2.9776420620254314)
((-2, -2, 2, -4, -8, -9, 2, 12), 2, 2.9962060155237484)
((1, 0, -1, 17, 20, 11, 15, 3), 2, 3.015944541913721)
((1, 0, -1, 17, 20, 11, 15, 3), 2, 3.0371028190319582)
((2, 2, 4, 28, 48, 31, 7, 20), 2, 3.0589122428697437)
((2, -1, -2, -18, -27, -5, -18, 6), 2, 3.078233966937484)
((0, 0, -4, -17, -41, -64, -15, 1), 2, 3.0993551822897216)
((3, 3, 1, -3, -31, 18, -29, -116), 2, 3.1198315229135796)
((-6, -2, -2, -11, -85, -21, 7, 0), 2, 3.1385414427518303)
((-4, -3, -2, 1, -2, -29, 1, -49), 2, 3.164087262783316)
((-2, -4, -4, -4, -30, 5, 2, 24), 2, 3.1846400076632326)
((4, 2, 1, 2, 27, -63, 32, 62), 2, 3.205325034538715)
((2, -1, 0, -2, 26, -6, -2, 39), 2, 3.2260260264826273)
((-7, -6, -5, -17, -16, -1, -1, 85), 2, 3.252995018328469)
((-1, -3, -6, -28, -71, -71, -22, 34), 2, 3.2730283283033863)
((1, -1, -2, -4, 25, 40, -7, 30), 2, 3.2928307149670806)
((0, 2, 1, 6, -10, 15, -3, -12), 2, 3.31121962289368)
((2, 0, 1, -7, -20, 9, 1, 21), 2, 3.330744901583906)
((-4, 3, 3, 18, 66, 7, -15, -46), 2, 3.357061036167152)
((-2, -3, -5, -8, -27, -5, -4, -5), 2, 3.377360620676246)
((1, 0, 1, -3, -39, -11, -34, -4), 2, 3.397678450977832)
((-2, -3, -2, -5, -15, 8, -7, 16), 2, 3.4220913213317834)
((-2, -3, -4, -5, 11, 12, 2, -4), 2, 3.443970877434459)
((1, 1, 1, 11, 57, 8, -3, 8), 2, 3.4727062900659074)
((-1, -2, -4, -16, -32, 1, 0, -11), 2, 3.4949855430603556)
((-1, -2, -4, -16, -32, 1, 0, -11), 2, 3.5128738320554627)
((0, 0, 2, -3, -52, -20, 2, -82), 2, 3.537375080466796)
((1, 1, 1, 0, -13, 6, 13, 0), 2, 3.562723047685949)
((1, 0, 4, 7, 25, 83, -20, -47), 2, 3.581901086137816)
((-6, -6, -6, -13, 2, -36, -12, 35), 2, 3.603906652244888)
((-8, -5, -3, -17, -90, -1, 17, -49), 2, 3.622597185928617)
((-6, -2, -3, 5, 32, -15, -6, 3), 2, 3.6449146410510944)
((1, 1, 2, -2, -6, -10, -36, -55), 2, 3.6685423721468853)
((2, 0, 2, 16, 17, -1, -4, -13), 2, 3.6883744082233787)
((-2, -1, -3, -8, -51, -21, 16, 5), 2, 3.70940781569925)
