(None, 2, 0.0)
(None, 1, 0.019339969860231527)
(None, 1, 0.03806243368082065)
(None, 1, 0.056210725218935255)
(None, 1, 0.07479976668192852)
(None, 1, 0.09417280704105133)
(None, 1, 0.11970722345222938)
(None, 1, 0.13891377095486504)
(None, 1, 0.15670626953939068)
(None, 1, 0.17564141087871166)
(None, 1, 0.1933905757060694)
(None, 1, 0.21233655048468236)
(None, 1, 0.23089879343995337)
(None, 1, 0.24993998844813262)
(None, 1, 0.2690535964452635)
(None, 1, 0.2902170051926385)
(None, 1, 0.30897025878805745)
(None, 1, 0.3297054615928919)
(None, 1, 0.3475258990471705)
(None, 1, 0.3649586134109996)
(None, 1, 0.38430998689153845)
(None, 1, 0.4023761723634402)
(None, 1, 0.42120069858578)
(None, 1, 0.43729120683943534)
(None, 1, 0.454762123331294)
(None, 1, 0.47247080530656066)
(None, 1, 0.4910222148225397)
(None, 1, 0.509176208170808)
(None, 1, 0.5359199785155794)
(None, 1, 0.555302141770948)
(None, 1, 0.5743387753310043)
(None, 1, 0.5927094374651121)
(None, 1, 0.6127336245437839)
(None, 1, 0.6304691050267729)
(None, 1, 0.6492651221983443)
(None, 1, 0.6688360153697994)
(None, 1, 0.6909750038344673)
(None, 1, 0.7088535997523133)
(None, 1, 0.732429444375706)
(None, 1, 0.7498786939889807)
(None, 1, 0.7705220976503411)
(None, 1, 0.7877695031841759)
(None, 1, 0.8066938110842049)
(None, 1, 0.826076544520589)
(None, 1, 0.8446986564824734)
(None, 1, 0.863100108391411)
(None, 1, 0.880175319258605)
(None, 1, 0.8984387873618238)
(None, 1, 0.9159958011870029)
(None, 1, 0.9331844780762548)
(None, 1, 0.9507238162899576)
(None, 1, 0.968699342980416)
(None, 1, 0.9888062063063161)
(None, 1, 1.0083326253585725)
(None, 1, 1.0269598689495953)
(None, 1, 1.0449274131058388)
(None, 1, 1.0630648712046613)
(None, 1, 1.081502244517567)
(None, 1, 1.1043682137768278)
(None, 1, 1.123752657756258)
(None, 1, 1.1407822541422226)
(None, 1, 1.1587885706075107)
(None, 1, 1.1767903256246761)
(None, 1, 1.1958064326681792)
(None, 1, 1.2153374131685586)
(None, 1, 1.2338945244946913)
(None, 1, 1.2530463346198517)
(None, 1, 1.2726691142637052)
(None, 1, 1.2922776393821747)
(None, 1, 1.3118525238207375)
(None, 1, 1.3313715305197942)
(None, 1, 1.3489986766098634)
(None, 1, 1.3665796380376878)
(None, 1, 1.3848978435183819)
(None, 1, 1.4023396807784567)
(None, 1, 1.420339725252576)
(None, 1, 1.4376350259917017)
(None, 1, 1.4558004229602772)
(None, 1, 1.4736607730856315)
(None, 1, 1.4924037634227738)
(None, 1, 1.5101158664841328)
(None, 1, 1.536853364837735)
(None, 1, 1.5579426500531124)
(None, 1, 1.5760778274278735)
(None, 1, 1.5936331307100065)
(None, 1, 1.6130021798020218)
(None, 1, 1.631267928629302)
(None, 1, 1.6520401932001352)
(None, 1, 1.670029974415978)
(None, 1, 1.6851021393761878)
(None, 1, 1.7031124471085837)
(None, 1, 1.720134060960333)
(None, 1, 1.7375639244190852)
(None, 1, 1.7533744737941954)
(None, 1, 1.7720250948068483)
(None, 1, 1.7944314981677234)
(None, 1, 1.8132890948889544)
(None, 1, 1.8315947563873103)
(None, 1, 1.8494226061947887)
(None, 1, 1.8688885860594162)
(None, 2, 1.9207824708110084)
(None, 2, 1.9400374836999503)
(None, 2, 1.9587388508229708)
(None, 2, 1.9754987515886668)
(None, 2, 1.9948216160184373)
(None, 2, 2.012424244324846)
(None, 2, 2.031517895986439)
(None, 2, 2.049876584319224)
(None, 2, 2.069256466850531)
(None, 2, 2.087702392878667)
(None, 2, 2.1059316501209637)
(None, 2, 2.1260162763872645)
(None, 2, 2.1444445268039245)
(None, 2, 2.162268385344295)
(None, 2, 2.1793909212357647)
(None, 2, 2.1975175458952956)
(None, 2, 2.2159258399764172)
(None, 2, 2.235292038163356)
(None, 2, 2.253338837480735)
(None, 2, 2.271865159032038)
(None, 2, 2.290547140000536)
(None, 2, 2.3081782773577126)
(None, 2, 2.3293285719417343)
(None, 2, 2.3474620387734495)
(None, 2, 2.366870430355525)
(None, 2, 2.387180848303911)
(None, 2, 2.405824056963364)
(None, 2, 2.424605249428536)
(None, 2, 2.4424017392801693)
(None, 2, 2.46171719135674)
(None, 2, 2.478835735981102)
(None, 2, 2.4972446002432394)
(None, 2, 2.5181115148626234)
(None, 2, 2.5441448396622475)
(None, 2, 2.563461432100849)
(None, 2, 2.58030686001885)
(None, 2, 2.598158087247959)
(None, 2, 2.615903830989224)
(None, 2, 2.634151904205028)
(None, 2, 2.650914655875801)
(None, 2, 2.6687658831049093)
(None, 2, 2.6878059377510577)
(None, 2, 2.706402961748266)
(None, 2, 2.724341426672726)
(None, 2, 2.742748580391817)
(None, 2, 2.763860672847809)
(None, 2, 2.78291270129528)
(None, 2, 2.8021032837294855)
(None, 2, 2.8203804361770732)
(None, 2, 2.8392061027614437)
(None, 2, 2.856076618644121)
(None, 2, 2.8754986945705654)
(None, 2, 2.893371588678258)
(None, 2, 2.9104530715366206)
(None, 2, 2.928409782253572)
(None, 2, 2.945496966922089)
(None, 2, 2.963532932800176)
(None, 2, 2.981024375808588)
(None, 2, 3.000099211496674)
(None, 2, 3.0192122493127895)
(None, 2, 3.0364910148024693)
(None, 2, 3.054384435426715)
(None, 2, 3.0722921105763445)
(None, 2, 3.0908167215846016)
(None, 2, 3.1085539126106365)
(None, 2, 3.1263640868066385)
(None, 2, 3.1448721625654494)
(None, 2, 3.163718925847389)
(None, 2, 3.1835692077163738)
(None, 2, 3.19975436601858)
(None, 2, 3.217322213283051)
(None, 2, 3.2358468242913077)
(None, 2, 3.254605209515865)
(None, 2, 3.2736606590494284)
(None, 2, 3.2922536917795293)
(None, 2, 3.311481906160749)
(None, 2, 3.328722469522399)
(None, 2, 3.3462469830297024)
(None, 2, 3.364604531000457)
(None, 2, 3.382684400816727)
(None, 2, 3.401931431171454)
(None, 2, 3.4212200847403027)
(None, 2, 3.439502938998044)
(None, 2, 3.456551921538531)
(None, 2, 3.475229341058906)
(None, 2, 3.494166192941273)
(None, 2, 3.51784980177657)
(None, 2, 3.541865826143826)
(None, 2, 3.5668619916764976)
(None, 2, 3.586150645245346)
(None, 2, 3.605506580174008)
(None, 2, 3.6234746945112666)
(None, 2, 3.6417478556917464)
(None, 2, 3.6604047486955684)
(None, 2, 3.678489179959962)
(None, 2, 3.696844447206655)
(None, 2, 3.715298355769006)
(None, 3, 3.7857162813478396)
(None, 3, 3.8050323036054254)
(None, 3, 3.9502169253672963)
(None, 3, 3.9694320255851627)
(None, 3, 3.9891209462267985)
(None, 3, 4.009244914983159)
(None, 3, 4.0278579040487985)
(None, 3, 4.048211085573337)
(None, 3, 4.067002541296786)
(None, 3, 4.086902428914107)
(None, 3, 4.106588498650667)
(None, 3, 4.124240732705412)
(None, 3, 4.142539552031583)
(None, 3, 4.162337377247154)
(None, 3, 4.182298844414136)
(None, 3, 4.200866789179561)
(None, 3, 4.21912284492958)
(None, 3, 4.237642324308698)
(None, 3, 4.255841932138196)
(None, 3, 4.274646502024998)
(None, 3, 4.2928084779074815)
(None, 3, 4.317136391290143)
(None, 3, 4.336273946889919)
(None, 3, 4.355974841332878)
(None, 3, 4.373995982504566)
(None, 3, 4.393605647985066)
(None, 3, 4.412715834896105)
(None, 3, 4.431842557056589)
(None, 3, 4.450327825574785)
(None, 3, 4.468640329245326)
(None, 3, 4.483661748095168)
(None, 3, 4.50293272605254)
(None, 3, 4.527477308221041)
(None, 3, 4.548730235387828)
(None, 3, 4.566737692215147)
(None, 3, 4.584855764159448)
(None, 3, 4.6021322489250664)
(None, 3, 4.619047809107958)
(None, 3, 4.636631051259844)
(None, 3, 4.654367672104863)
(None, 3, 4.673140311854804)
(None, 3, 4.69056732440848)
(None, 3, 4.70956290493543)
(None, 3, 4.725649992102993)
(None, 3, 4.746652609804035)
(None, 3, 4.7651184921677086)
(None, 3, 4.783810736394483)
(None, 3, 4.803137592091361)
(None, 3, 4.82476569836626)
(None, 3, 4.8436803131890285)
(None, 3, 4.862350890537219)
(None, 3, 4.88125524210171)
(None, 3, 4.899851695917903)
(None, 3, 4.918184726104997)
(None, 3, 4.935933320751339)
(None, 3, 4.9539139790709354)
(None, 3, 4.971929988613486)
(None, 3, 4.987132154845199)
(None, 3, 5.006994410515507)
(None, 3, 5.023872338751383)
(None, 3, 5.041600977062188)
(None, 3, 5.058750881642395)
(None, 3, 5.0779711134894)
(None, 3, 5.096536777530763)
(None, 3, 5.1136290938284175)
(None, 3, 5.131606901242938)
(None, 3, 5.149110888233688)
(None, 3, 5.16677452590874)
(None, 3, 5.184730096263661)
(None, 3, 5.202706193135135)
(None, 3, 5.221184049300131)
(None, 3, 5.240480685403195)
(None, 3, 5.259972893594529)
(None, 3, 5.278598426642506)
(None, 3, 5.297616244229055)
(None, 3, 5.316031950663377)
(None, 3, 5.333355190272256)
(None, 3, 5.352032039611616)
(None, 3, 5.37048309726889)
(None, 3, 5.3876706337961116)
(None, 3, 5.405556071886141)
(None, 3, 5.4223039988505155)
