(None, 3, 40.283476980691425)
(None, 3, 40.28519094189181)
(None, 3, 40.28683420076723)
(None, 3, 40.288452941900935)
(None, 3, 40.29014865734004)
(None, 3, 40.29236494715571)
(None, 3, 40.29530650598233)
(None, 3, 40.29785064932103)
(None, 3, 40.30029444097268)
(None, 3, 40.301801426818535)
(None, 3, 40.3032958687035)
(None, 3, 40.30479145094855)
(None, 3, 40.30673519470508)
(None, 3, 40.30824959289145)
(None, 3, 40.30968758695246)
(None, 3, 40.31117575685698)
(None, 3, 40.31300033298514)
(None, 3, 40.31574061825762)
(None, 3, 40.32009166214324)
(None, 3, 40.321590095288485)
(None, 3, 40.323143835897625)
(None, 3, 40.324774550812165)
(None, 3, 40.32622052739373)
(None, 3, 40.32765453019445)
(None, 3, 40.32909366461554)
(None, 3, 40.33168684343769)
(None, 3, 40.33398809007932)
(None, 3, 40.33672210337136)
(None, 3, 40.33880212015746)
(None, 3, 40.34046818623449)
(None, 3, 40.342530527439344)
(None, 3, 40.34404150454547)
(None, 3, 40.34550344616816)
(None, 3, 40.34695797545033)
(None, 3, 40.34880992022041)
(None, 3, 40.35109007020057)
(None, 3, 40.35289697074748)
(None, 3, 40.35627357694466)
(None, 3, 40.35777143990987)
(None, 3, 40.359337154299844)
(None, 3, 40.36085155248621)
(None, 3, 40.36229239744742)
(None, 3, 40.36372468970802)
(None, 3, 40.365176938270025)
(None, 3, 40.36747989545179)
(None, 3, 40.36927482221786)
(None, 3, 40.371026415300896)
(None, 3, 40.37370968256937)
(None, 1, 40.415054577633434)
(None, 1, 40.41687402214123)
(None, 1, 40.41895118802713)
(None, 1, 40.42043593685142)
(None, 1, 40.42189274685374)
(None, 1, 40.42352232140821)
(None, 1, 40.425751725364805)
(None, 1, 40.42840477309115)
(None, 1, 40.43209839939059)
(None, 1, 40.43441390053323)
(None, 1, 40.4358741316158)
(None, 1, 40.43733949431873)
(None, 1, 40.43876494441885)
(None, 1, 40.4402690793645)
(None, 1, 40.442398701814085)
(None, 1, 40.44426661162529)
(None, 1, 40.44616474097861)
(None, 1, 40.44824019632439)
(None, 1, 40.4508584630683)
(None, 1, 40.4524401424994)
(None, 1, 40.454618230252386)
(None, 1, 40.45653289482687)
(None, 1, 40.45833352339335)
(None, 1, 40.46002581775221)
(None, 1, 40.462247809368286)
(None, 1, 40.464556468350445)
(None, 1, 40.468182813405164)
(None, 1, 40.47115972339426)
(None, 1, 40.47384983282321)
(None, 1, 40.475641908689084)
(None, 1, 40.477761267897954)
(None, 1, 40.47943930775582)
(None, 1, 40.48108256663124)
(None, 1, 40.48293337104124)
(None, 1, 40.484810403733086)
(None, 1, 40.48811402688513)
(None, 1, 40.49089821602069)
(None, 1, 40.49236300854358)
(None, 1, 40.49379530080418)
(None, 1, 40.49526978638775)
(None, 1, 40.4967226051298)
(None, 1, 40.498195950353285)
(None, 1, 40.499817542387184)
(None, 1, 40.502320632763)
(None, 1, 40.50433279812434)
(None, 1, 40.507204224806024)
(None, 1, 40.50899287959166)
(None, 1, 40.51072166547309)
(None, 1, 40.512419091452315)
(None, 1, 40.51472204863408)
(None, 1, 40.51664070446884)
(None, 1, 40.518625501188254)
(None, 1, 40.52083836992369)
(None, 1, 40.52258597174644)
(None, 1, 40.52627389624548)
(None, 1, 40.5279000497197)
(None, 1, 40.52963510758157)
(None, 1, 40.531300603478556)
