(None, 0, 5.701810153669486e-07)
(None, 0, 0.006946515310215534)
(None, 0, 0.02011655640316131)
(None, 0, 0.029705290538587285)
(None, 0, 0.03594364102771707)
(None, 0, 0.04006661994983547)
(None, 0, 0.04473469192264468)
(None, 0, 0.04846880739228283)
(None, 0, 0.05364662119283009)
(None, 0, 0.057829469121562026)
(None, 0, 0.06339329546951271)
(None, 0, 0.06775860132316207)
(None, 0, 0.07277505389636048)
(None, 0, 0.07665570588694792)
(None, 0, 0.08198062638945987)
(None, 0, 0.0882680124459112)
(None, 0, 0.09274849486466469)
(None, 0, 0.09776551761887846)
(None, 0, 0.10476277903946166)
(None, 0, 0.1095716857230665)
(None, 0, 0.11540520769128575)
(None, 0, 0.12503100359271058)
(None, 0, 0.13102873769335552)
(None, 0, 0.1347326335691792)
(None, 0, 0.13937219649122007)
(None, 0, 0.14293639801827887)
(None, 0, 0.1476694706268399)
(None, 0, 0.15117893477642347)
(None, 0, 0.15691495579101497)
(None, 0, 0.16143877196693635)
(None, 0, 0.166685577670343)
(None, 0, 0.17072873125031005)
(None, 0, 0.17527364412379998)
(None, 0, 0.17954429992889842)
(None, 0, 0.18410631823284937)
(None, 0, 0.18913759551244733)
(None, 0, 0.1937064559885827)
(None, 0, 0.19781461020430155)
(None, 0, 0.20257619186363093)
(None, 0, 0.20728075542142363)
(None, 0, 0.21475012672273067)
(None, 0, 0.21906012501788943)
(None, 0, 0.22690239470324644)
(None, 0, 0.23354899479937896)
(None, 0, 0.23775807105481778)
(None, 0, 0.2438111127139533)
(None, 0, 0.24889142556087282)
(None, 0, 0.25341980318491714)
(None, 0, 0.25904748980658887)
(None, 0, 0.2645953510861093)
(None, 0, 0.26922978237901185)
(None, 0, 0.27371824733198047)
(None, 0, 0.28083467658477534)
(None, 0, 0.2845265986592764)
(None, 0, 0.28926594325900645)
(None, 0, 0.2957950860659734)
(None, 0, 0.29984565199914015)
(None, 0, 0.3034680119897664)
(None, 0, 0.30847477148570357)
(None, 0, 0.31645388461474866)
(None, 0, 0.3215849435720358)
(None, 0, 0.3331231265990014)
(None, 0, 0.33708474429377094)
(None, 0, 0.34087929895103797)
(None, 0, 0.34567224056621254)
(None, 0, 0.3493293815987762)
(None, 0, 0.35466684608362614)
(None, 0, 0.35834736453781985)
(None, 0, 0.3629327602634008)
(None, 0, 0.3663492849074796)
(None, 0, 0.3706986256926987)
